,lat,lng,zip_code,uuid
132,40.3609,-74.079,7701,006cf2b6-3884-4850-856f-3f5e608eb459
133,40.8615,-74.073,7604,7818deef-fada-4df2-add6-316b62d34e81
134,41.7472,-70.0688,2631,03238a31-0394-4daa-b619-c32e9adb8014
135,40.7808,-74.0651,7094,b5486af1-17b6-49db-a1b1-0beafc4ba620
136,40.7334,-74.1735,7102,566201b9-919e-44a5-ad88-67b448081885
137,42.1269,-72.4307,1095,151e451f-537b-4cd7-8b06-51d0204eecca
138,40.7322,-74.0389,7310,747e3b16-0738-405b-8e8f-0aed19058a61
139,40.6933,-73.9925,11249,f6b48266-68df-43ac-a786-655a6d870ff6
140,40.6933,-73.9925,11249,8817e5a6-994e-49d2-a82f-44d7d0eb580c
141,40.4237,-80.0418,15275,ca17fea4-1215-4c48-9d47-08ad01f91152
142,40.4237,-80.0418,15275,f3c388af-b534-4c33-8a9e-0fd3bd938cee
143,40.3436,-74.8091,8534,5fbd62b1-a19f-455f-af26-2edbc707b038
144,40.6309,-74.5141,7059,e42190b4-5111-47ae-86f1-37b1ab79eb8c
145,40.8553,-74.3996,7054,86133c5e-0931-4e1b-938a-9ff573ed11d8
146,40.9484,-74.2449,7470,429a220b-917c-4a77-8185-88195538e6e7
147,39.3323,-74.9928,8332,b6bc656b-3543-4600-84a0-877644b8118a
148,42.7902,-71.2199,3079,eacfc9c8-0818-4901-9f83-5a8eccff576b
149,42.7902,-71.2199,3079,02c5ff6e-726f-400b-bac6-4b433b1f3f66
150,42.7902,-71.2199,3079,1babcf52-7bf0-4c4a-9f9f-6a5bfdc99106
151,42.7902,-71.2199,3079,4dc3c691-7305-4514-a6b5-979be8d03e12
152,40.5659,-74.5449,8805,8e83e3f8-016a-4076-9e95-9c1c104e965c
153,42.4867,-71.1543,1801,0541fdb2-3f73-4775-b5cb-c92a08156e6e
154,40.3679,-74.6543,8540,d2f9fd2b-f92e-4882-84d0-16bf0f8d8d65
155,39.473,-74.4957,8205,004c4b68-1d28-4cd6-85ac-93fbf54f8365
156,41.8204,-71.4128,2903,edf02ac4-f80d-4987-b96d-bcca1ec005d6
157,40.8553,-74.3996,7054,83de7563-e36a-4f51-8e09-daf11c567390
158,40.8553,-74.3996,7054,20b64340-a9d7-42ce-a39b-42458047705b
159,40.5945,-74.6244,8807,1f66a139-3b81-4f54-9734-45f87e698e1f
160,40.1478,-74.2133,7731,2c501130-aafa-45a4-ade5-90126bc59213
161,42.3631,-71.1033,2139,ffb64a05-b922-4413-a94b-b2e34f004006
162,43.903,-69.9809,4011,a894376e-5f4c-4924-b356-cd68212fe6be
163,40.1478,-74.2133,7731,a4705e00-1ffb-4457-8dd9-cc14e97e415e
164,40.822,-73.988,7010,c4f22654-546a-4492-be75-f1dad5b418d7
165,40.822,-73.988,7010,c5c1572e-2ae0-46f9-8147-a9d0d9aa168d
166,42.3631,-71.1033,2139,806d7d5d-28a3-4734-b880-082316fbe854
167,42.3631,-71.1033,2139,684c9df0-fdb3-4930-bade-65de9ae1d206
168,40.7773,-74.3938,7932,dc2cf352-ea07-48fd-b5c5-928c68755354
169,40.6933,-73.9925,11249,66e74fff-81c0-4710-858c-6cfdeb6cf6ef
170,42.3631,-71.1033,2139,774145eb-4d49-4f99-933a-817404e748f0
171,41.8008,-72.5159,6042,e20454da-6e7c-43a7-aecd-04be61b207a4
172,40.8661,-74.8361,7840,016d6172-84d0-48e6-854e-5190d0ff7d3d
173,42.2813,-71.4287,1702,309f65cb-89d0-4041-8ea7-6dc464691c21
174,40.8455,-74.7097,7836,41702b72-975b-4f2c-b10c-fa60597ee7d0
175,42.4151,-71.6845,1510,aacd794e-e6e3-4c7b-a46c-206a71c508e4
176,40.6933,-73.9925,11249,e5cebd91-364c-45af-8ebd-120a66fa7077
177,42.1926,-71.7739,1527,f526cbfd-26bd-41d6-aa07-318c9aa55e07
178,40.6933,-73.9925,11249,45fe536e-cf05-476e-9b05-d581d12174b6
179,42.3703,-71.0825,2141,3a922d36-be79-4af4-ad79-b4ea92c3bbcb
180,40.7857,-74.4992,7960,46772887-e6b8-47fc-a861-78ee0044d896
181,40.9732,-73.9591,7624,77cfc9ae-8479-4ba5-8ecf-0daea97b0ff6
182,40.5465,-74.4629,8854,0aab19a7-a178-4a84-82ec-fa9ed05eaade
183,40.6933,-73.9925,11249,c039bf7f-2bf5-46e1-9879-bb092b0bb989
184,40.2135,-74.5716,8691,12b61485-7254-4953-8f7e-b09e60286dc5
185,39.757,-75.3338,8085,c54f9394-f062-4f3b-ba32-cadc44994a91
186,41.372,-72.9418,6514,5b9f4f9e-6917-43cb-a939-6ce468a9079b
187,43.0706,-71.4194,3106,eb64461f-1c94-4f69-8789-ad124e639bf8
188,41.3068,-72.9252,6510,29d9d16e-e8ab-43a8-a968-7501b8e129ab
189,40.8575,-74.1285,7055,e206809f-976d-41e2-8e1e-3818b7c78be4
190,41.335,-72.7006,6437,0194744f-8516-4c12-993b-dfebb0b7f024
191,41.061,-73.5493,6902,f2f72cf6-49b4-4cb0-be05-bb0d6aade313
192,40.7208,-74.0459,7302,c7ff34cd-574f-48c5-8822-b17ef9b32f60
193,42.3163,-71.1603,2467,81136a78-c5d3-4c42-ad95-32b00c4efd15
194,26.1592,-97.9909,78599,65251611-54ff-4776-b053-b883ca3025ed
195,41.2928,-74.7397,7827,6cbfe325-1986-4eda-b6ff-8a185e3760c9
196,40.7142,-74.0692,7304,f586d0bf-eed0-457e-9222-9c79bced20a8
197,40.7142,-74.0692,7304,6cb3e29c-cc05-4cf9-a6ed-2859610a48ee
198,40.7142,-74.0692,7304,f74644ec-0b35-4e80-82e3-f3478b2498fa
199,40.7142,-74.0692,7304,0289aa42-fda1-4e90-8c80-ac739cd43c8b
200,40.7142,-74.0692,7304,aa025cb3-1c45-4be3-804a-d34d13124dcf
201,40.7142,-74.0692,7304,d2814663-626f-4a0e-a70a-cc2d3c7ee541
202,42.3163,-71.1603,2467,3e46ff07-7b73-4662-ab71-0cdd0ba33412
203,40.7208,-74.0459,7302,f34d4e28-c34e-4469-ba6e-f51d4b2c0316
204,41.061,-73.5493,6902,9f6ab389-0939-4544-bdda-4fda066153ec
205,41.7676,-71.4674,2920,8c34db9a-fb22-4d38-a754-a27361413b7d
206,42.6287,-71.3365,1851,4cc63699-09ed-47aa-bf43-5d8570873b70
207,40.7208,-74.0459,7302,82fd49c3-1598-43a9-afe8-58752f1751de
208,42.3163,-71.1603,2467,4d40ed7c-92cc-4739-b71c-fbf7be6c3617
209,40.6933,-73.9925,11249,bcbb2da4-901a-4ba4-acab-b9f3a77e99ef
210,40.7286,-74.0775,7097,f9d3393d-93a5-447a-8fa9-77bf29ba3878
211,40.7453,-74.032,7030,c7728747-6c43-4203-8aa6-e5454b3f7339
212,41.0502,-73.6235,6830,4bb9e287-4c16-44c9-a791-9f4d7dc51b86
213,41.4267,-72.9138,6518,51ae54bc-0173-4b04-8b4c-ed102db777a6
214,41.3059,-73.1393,6484,43a2845f-77bc-4561-85bb-465d0a37e3f9
215,40.8215,-73.9795,7020,19afa036-7397-404c-95e5-b959b06fce8d
216,42.1808,-72.5635,1020,09746b3e-0937-458f-a5e8-50dc8317cb8b
217,42.3293,-71.1312,2445,ee96e0c1-2782-4f75-bdb9-c3ee3f2055e5
218,39.9235,-74.4092,8759,b531752e-75e2-4fa0-90d1-2d27ce38624b
219,42.2971,-71.227,2494,6d9e6e1e-dffa-4386-9685-4901ae9a44ad
220,40.9453,-74.0713,7652,f9bd7420-5be1-406c-9aa4-26437d16d35a
221,42.3293,-71.1312,2445,f7e7b1f3-362b-497c-a953-434592303066
222,41.665,-72.7692,6051,4e4702ea-b480-43d2-b74e-a21003cb09d7
223,40.5539,-74.2861,7095,9ba1cbb6-9d03-4e9d-952d-2283617c2e97
224,40.833,-74.2435,7044,55c2b1fc-ee01-4e9b-bdec-e4f32070f9ac
225,39.9312,-75.0244,8002,70624038-23d8-4626-ab9e-499658586a75
226,39.8055,-74.9997,8021,d6f8ce90-cbfd-42c8-b5d0-85bfc1917dde
227,39.9896,-74.8021,8060,71e12a60-a1a4-4bb6-b8f2-d63bb5c5c6b7
228,40.8892,-74.0466,7601,5c3c6f79-ba8a-4cc7-977d-3037557c4fc8
229,42.1315,-70.8467,2339,80e2a413-165d-4be4-a3c0-67ab1685aa8f
230,32.7653,-117.201,92138,e4bdbcf4-a1a2-42d1-97a9-3dbb157c5499
231,30.6326,-97.6768,78627,374fa5d9-2832-48a2-9d22-ae291e5d772e
232,33.1432,-117.1651,92079,c028f7f3-6bd6-4989-91de-daa89e8942cd
233,34.2975,-83.8242,30503,cf03d2a2-a8cf-4853-a569-9c62d161bb97
234,42.3802,-71.1347,2138,735fbc8b-36da-4c71-980c-184e1df3e4fa
235,40.8189,-74.3642,7936,71becbeb-1cab-4b1d-8af1-00a2ddabe0fa
236,41.0941,-73.4328,6854,6e227dc4-3699-47ec-891d-90bede9d355f
237,41.9706,-71.3359,2760,5d3e6c78-995a-4175-93e2-99e1f8abbb65
238,41.5174,-71.2762,2842,f8731f21-386b-4b0f-8e87-9ff3b52c80ba
239,39.8669,-75.093,8031,ff4f26fe-3347-4846-8fb1-4b43f645b93c
240,39.841,-75.0314,8083,62477139-f92d-46de-b8f3-7ee6e896616a
241,40.4445,-74.378,8882,98c2caab-b6c7-4637-8d92-b5060a623659
242,41.2993,-72.53,6413,debbbd08-2361-436a-8317-96efbf4d7829
243,42.1705,-72.6067,1013,a344d181-b064-4d21-b93e-8dc9c4f9c51e
244,42.2735,-72.2794,1082,457880f5-1351-43b8-a95d-e482b4a5741d
245,42.5209,-71.7716,1453,e6657ac3-43de-4f20-ba36-ef5d25420207
246,42.3631,-71.1033,2139,1aa3edc6-641c-43de-bb5d-21c95f85b7e3
247,40.4299,-74.4181,8816,5d2b7a2b-7d89-4093-93b5-f5c031cda9c2
248,39.9312,-75.0244,8002,579e0a9a-fa29-417b-848d-e5d280ba17d2
249,39.2905,-76.6126,21203,09c8d463-d287-4a28-a8f2-864bae57c557
250,37.9049,-121.2243,95201,d2aecf7c-30a7-4cd3-83b5-e46384bf5492
251,40.4118,-74.2499,7747,b9fe63cc-04b0-4cfb-998b-a4f8d2980b0a
252,42.3585,-71.13,2134,dc4002e6-c03e-47d7-ba5f-9033000e0ed8
253,42.5616,-71.5622,1432,8086d4a9-f5d1-41db-a0ba-d599253496d8
254,41.8385,-71.439,2908,645ee8af-30c5-4227-8912-709f2dc4a762
255,39.3201,-74.6047,8244,55382bae-25bd-4e4b-b865-8e1fa532857e
256,39.9056,-74.9993,8034,42159843-e449-4699-bca1-b2248e49bca2
257,44.6343,-122.8939,97335,410eb21d-7912-4340-a96a-58301f7e755f
258,40.2205,-74.0818,7753,fa74a773-a915-481b-b7e4-c3ae78525eaa
259,41.8596,-72.6791,6095,b299c489-4fb8-4af0-804c-0ca334f68de0
260,42.4571,-71.2166,2420,2b43de9b-2f42-4b8e-a506-34398c0272a3
261,39.637,-74.7602,8037,e9e3fc77-547f-4c10-aa03-716fecc80a72
262,29.8834,-97.9412,78667,6c22b35e-409b-4fe8-a3b5-c098a8b16896
263,40.4237,-80.0418,15275,4f4b72d8-ee6d-4a4e-aa31-8ccbcc90f01b
264,39.9896,-74.8021,8060,1b18f823-83de-4035-a59d-233847987bcd
265,26.3472,-80.0821,33427,bdf49780-c39d-4bb7-b425-583e1796358b
266,43.0089,-71.4405,3104,3117d341-02c5-4db2-baee-eeaac2503345
267,39.9206,-75.1123,8104,625a9ea3-79da-4349-bac4-44a9e3844698
268,42.5338,-70.9728,1960,5603b597-d8d2-4bef-ac8b-ac6c69aea35d
269,42.2036,-71.0017,2184,19413a0a-f531-4f4d-9156-9b62fd045ec7
270,41.6398,-70.8717,2719,c6086f2b-1735-4e53-b03e-e78ec8be0f9b
271,40.7971,-74.1109,7071,dcf060ab-b07e-4229-a971-03dcd1768b53
272,42.1566,-71.5186,1757,1bfacec2-e02a-490a-bdcc-8683bea15e92
273,40.9484,-74.2449,7470,c94b2078-7619-4e31-ba4e-e0e5f119a056
274,41.061,-73.5493,6902,38b4e940-9002-491c-ae73-3f9e659e2a20
275,42.1292,-70.91,2370,6b1caca3-4df9-4788-a187-9a30d7daadeb
276,40.8189,-74.3642,7936,60461d6e-704f-4f6a-b51b-0c0db1a3b06c
277,41.2237,-73.0259,6460,d8500a58-b4d1-4443-8b1c-06c6d8803e05
278,41.7251,-72.8318,6032,9792417b-19f7-4c06-8b0c-87935e61931f
279,40.3793,-74.4959,8810,4f33dd63-aa5c-43dc-b495-43d2fcdea597
280,36.3977,-97.8742,73702,c4e19ea3-84e6-4f82-9191-4e74138c8b91
281,41.207,-73.4401,6897,201afda5-3d1f-46b4-942e-f5ab9e5b26bc
282,40.9543,-74.1846,7508,09ff40ff-f564-43fe-846e-8a82b96e2664
283,42.8182,-71.6742,3055,84bcfc74-17f2-4f08-b08a-a29f8c3e4445
284,39.9821,-74.1609,8753,17b5f00d-e0f3-4fc8-80e0-2c7503c29340
285,41.8783,-71.3527,2861,aeafc5f5-d2aa-4107-a30c-5141c2a0c50c
286,41.8783,-71.3527,2861,0f6bb640-d135-4a75-97d3-f58feac4abd7
287,40.4995,-74.629,8844,c10db8ad-9f57-4cd5-995e-fff3cb5e66a4
288,43.2437,-72.3854,3603,e6fe1dc9-431d-4a7e-98b5-45967fc6aeee
289,40.4244,-74.1742,7730,b29115b3-e37e-4fb0-bb78-a665c59912f3
290,42.9878,-71.4651,3101,2b939c4f-0a82-455d-beb3-db73ce62cba0
291,41.1388,-73.4037,6851,8c565da4-fed0-4e7c-8b52-2854787a9631
292,42.9764,-72.2744,3431,14e0714e-2d0b-4c6c-88dd-eb43286f73b6
293,42.1337,-72.5666,1104,d69d6fb8-ad2a-4de0-a96d-042b64a5dfb1
294,42.5847,-71.987,1440,d7f51085-12a4-4e61-9863-a50503a6c710
295,40.3609,-74.079,7701,6dd49d95-f2b7-4aa7-8c36-6f4d74504d0c
296,40.7557,-75.0041,7882,101e2db9-650e-4f7d-836b-6c9e3a6cc538
297,41.7542,-72.7573,6107,61637d24-f0ed-48a9-92c1-757d6fddb730
298,39.9604,-74.8076,8048,cb1a6bfc-fdbe-44fb-a7b2-d6bc22faf522
299,41.7688,-72.508,6040,5dd6db80-4704-4487-857d-a5a519507f69
300,40.5554,-74.6608,8876,d2fceb68-c5ba-4f19-8da3-c085bdfb40aa
301,40.5554,-74.6608,8876,e69dbacd-3f42-4ab2-91bc-a13c2a4dc5ee
302,40.6259,-74.2395,7036,65eaeedd-9255-47a1-9e7d-288745e2438f
303,41.2237,-73.0259,6460,6d573166-9a29-4295-8010-27244291affb
304,40.2417,-74.6936,8619,45ecdec0-3343-48f3-adaf-1eb208649252
305,42.1247,-72.5112,1119,abe34dee-999d-48e4-88b3-e626afe84d1e
306,33.4233,-111.5128,85219,d49fa128-bf36-414c-a18c-d8c15183c63b
307,42.3469,-71.1025,2215,fc3585d4-5c57-45d7-9e48-dbacdc494d3c
308,41.5873,-71.4626,2852,f2c8187f-11a3-4ae1-8a0b-499926575849
309,43.0695,-70.8008,3801,eb8dfc39-e4d9-4097-8717-b8097e85cead
310,40.4299,-74.4181,8816,23b3f88f-c6a5-4b1b-8f0f-7e74882c3c44
311,42.3802,-71.1347,2138,84fc9d9c-d1b5-467b-93cb-0416548106aa
312,42.3802,-71.1347,2138,bce7657a-688b-4d9b-8e3b-3e3ff088cf59
313,41.8204,-71.4128,2903,7c742254-2b2e-463b-939b-dc40100a0dbb
314,40.4398,-74.1836,7735,edb9928d-49f0-4de7-bb38-a08da8aa1092
315,43.248,-71.5112,3301,91345d98-a012-4dc5-91aa-44f9bf68d20e
316,42.9878,-71.4651,3101,1d79c69b-5d35-4602-bd26-f4e83b430e25
317,41.9706,-71.3359,2760,f80b76e7-fa27-4f3a-ae71-9ecde18cde80
318,41.665,-72.7692,6051,37190a69-b99a-4db8-919c-2b40d9b9cc0a
319,40.8189,-74.3642,7936,875e6810-584d-446c-9895-6d3c66a614c5
320,41.0502,-73.6235,6830,73418c16-3f76-4b40-abef-4136afb1c7ec
321,43.3096,-72.4675,5156,4dacd652-7396-4ebf-a68e-4f82ca0e55e6
322,40.9234,-73.9981,7621,0055f5bc-da3a-445c-9651-d612dd46e242
323,40.0765,-74.2021,8701,8bf6677c-72df-4d77-b336-ae63ca4cd496
324,42.2868,-71.3531,1760,30479843-1527-4853-a897-88ae16fa0cd5
325,40.7334,-74.1735,7102,595bb468-73dd-4fa2-b8af-1300a7220bff
